"rotten_tomatoes_link","critic_name","top_critic","publisher_name","review_type","review_score","review_date","review_content","letter_grade","numeric_score","binary_score_numeric","normalized_score"
"m/ice_age_2","","False","Bullz-Eye.com","Fresh","3/5","2006-04-01","",NA,6,1,0.0117473793087968
"m/ice_age_continental_drift","","False","FILMINK (Australia)","Rotten","","2012-06-25","Despite impressive visuals and voice work, this fourth instalment feels uninspired and unnecessary.",NA,NA,0,NA
"m/ice_from_the_sun","","False","Film Threat","Fresh","3.5/5","2002-12-08","",NA,7,1,0.444501530470709
"m/ice_from_the_sun","","False","Film Threat","Fresh","3.5/5","2005-12-06","",NA,7,1,0.444501530470709
"m/ice_harvest","","False","Bullz-Eye.com","Fresh","3/5","2005-12-10","",NA,6,1,0.0117473793087968
"m/ice_harvest","","False","Empire Magazine","Rotten","2/5","2006-04-01","",NA,4,0,-0.853760923015028
"m/ice_princess","","False","Baltimore Sun","Fresh","3/4","2005-03-18","",NA,7.5,1,0.660878606051666
"m/ice_princess","","False","Hartford Courant","Rotten","1/5","2005-03-18","",NA,2,0,-1.71926922533885
"m/ice_princess","","False","E! Online","Fresh","","2005-03-18","May not be Olympic gold, but its message scores no matter who's judging.","B",6,1,0.0117473793087968
"m/ice_storm","","True","Entertainment Weekly","Fresh","","1997-09-26","","B+",7,1,0.444501530470709
"m/ice_storm","","False","Film4","Fresh","4/5","2008-11-21","Arguably Lee's first truly essential film.",NA,8,1,0.877255681632622
"m/ichi_the_killer","","False","Film4","Fresh","","2010-07-16","Ultra-violent action from Japan's leading cult director that plays fast and loose with genre conventions to deliver an innovative -- and frequently revolting -- work of cult Asian cinema.",NA,NA,1,NA
"m/identity","","False","E! Online","Fresh","","2003-04-25","Will appeal to both horror aficionados and those looking for a good mystery.","B",6,1,0.0117473793087968
"m/identity","","False","Empire Magazine","Rotten","2/5","2004-01-04","",NA,4,0,-0.853760923015028
"m/identity","","False","Bullz-Eye.com","Fresh","3.5/5","2005-07-05","",NA,7,1,0.444501530470709
"m/identity","","False","Film Threat","Fresh","3.5/5","2005-12-06","",NA,7,1,0.444501530470709
"m/identity","","False","Film Threat","Rotten","2/5","2005-12-06","",NA,4,0,-0.853760923015028
"m/identity","","False","Film Threat","Rotten","1/5","2005-12-06","",NA,2,0,-1.71926922533885
"m/idiots_and_angels","","False","National Post","Rotten","2/4","1800-01-01","",NA,5,0,-0.421006771853116
"m/idle_hands","","False","E! Online","Rotten","","2000-01-01","A script filled with blunt dialogue on sex, drugs and violence that's neither funny nor particularly original.",NA,NA,0,NA
"m/idle_hands","","False","Boston Phoenix","Rotten","","2002-03-24","Idle Hands may be the devil's playground, but empty minds are the venue for this time waster.",NA,NA,0,NA
"m/idlewild","","False","Bullz-Eye.com","Rotten","2/5","2006-08-26","",NA,4,0,-0.853760923015028
"m/if_lucy_fell","","True","Entertainment Weekly","Rotten","","1996-03-08","","D+",1.5,0,-1.93564630091981
"m/igby_goes_down","","False","Christian Science Monitor","Rotten","2.5/4","2002-09-13","",NA,6.25,0,0.119935917099275
"m/igby_goes_down","","False","E! Online","Rotten","","2002-09-13","The film meanders ... without delivering much impact, and suffers from an unwieldy, overly showy ensemble cast.","C",3,0,-1.28651507417694
"m/ikiru","","False","TV Guide","Fresh","4.5/5","2003-07-30","Kurosawa has created a subtle and moving account of a man who searches for meaning in the final days of his shallow existence.",NA,9,1,1.31000983279453
"m/ikiru","","True","TIME Magazine","Fresh","","2009-04-27","A masterwork of burning social conscience and hard-eyed psychological realism.",NA,NA,1,NA
"m/ill_be_there","","False","Empire Magazine","Rotten","2/5","2006-12-30","",NA,4,0,-0.853760923015028
"m/ill_do_anything","","True","Entertainment Weekly","Fresh","","1994-02-04","","B-",5,1,-0.421006771853116
"m/ill_see_you_in_my_dreams_1951","","True","TIME Magazine","Fresh","","2015-03-13","Operating under such handicaps of plot, but with the help of some amusing dialogue, Nightclub Comic Danny Thomas puts remarkable warmth into a portrait of Kahn.",NA,NA,1,NA
"m/ill_see_you_in_my_dreams_1951","","False","TV Guide","Fresh","","2015-03-13","An entertaining and heartfelt biography of songwriter Gus Kahn (Thomas) and his wife and inspiration, Grace LeBoy (Day).",NA,NA,1,NA
"m/ill_sleep_when_im_dead","","False","E! Online","Rotten","","2004-07-02","The intermittently violent film, set in the London underworld, reeks of incoherence and disappointment.","C",3,0,-1.28651507417694
"m/ill_sleep_when_im_dead","","False","Film Threat","Rotten","2.5/5","2005-12-06","",NA,5,0,-0.421006771853116
"m/ill_take_you_there","","False","Film Threat","Fresh","3.5/5","2003-06-04","",NA,7,1,0.444501530470709
"m/ill_take_you_there","","False","Film Threat","Rotten","2.5/5","2003-06-04","",NA,5,0,-0.421006771853116
"m/ill_take_you_there","","False","Film Threat","Fresh","3.5/5","2005-12-06","",NA,7,1,0.444501530470709
"m/ill_take_you_there","","False","Film Threat","Rotten","2.5/5","2005-12-06","",NA,5,0,-0.421006771853116
"m/illuminata","","True","Entertainment Weekly","Rotten","","1998-06-01","","C+",4,0,-0.853760923015028
"m/illuminata","","True","Globe and Mail","Rotten","1/4","2002-03-19","",NA,2.5,0,-1.5028921497579
"m/illuminata","","False","Film Threat","Rotten","2.5/5","2002-12-08","",NA,5,0,-0.421006771853116
"m/illuminata","","False","Film Threat","Rotten","2.5/5","2005-12-06","",NA,5,0,-0.421006771853116
"m/illusionist","","False","National Post","Fresh","3.5/4","2011-01-22","",NA,8.75,1,1.20182129500406
"m/im_gonna_git_you_sucka","","False","TV Guide","Fresh","3/4","2008-02-05","In offering up this affectionate parody of the old movies, Wayans also turns a satiric eye on black culture in general -- but in an inoffensive, lighthearted manner.",NA,7.5,1,0.660878606051666
"m/im_not_rappaport","","True","Globe and Mail","Rotten","2.5/4","2002-04-12","",NA,6.25,0,0.119935917099275
"m/im_not_there_suppositions_on_a_film_concerning_dylan","","False","Bullz-Eye.com","Rotten","1.5/5","2007-11-24","",NA,3,0,-1.28651507417694
"m/im_not_there_suppositions_on_a_film_concerning_dylan","","False","Empire Magazine","Fresh","4/5","2007-12-20","An extraordinary attempt to encapsulate the many faces of Bob Dylan that plays better to the convert than the sceptic. Like the nasal twang of the man in question, the film finally beguiles more than it irritates.",NA,8,1,0.877255681632622
"m/im_not_there_suppositions_on_a_film_concerning_dylan","","False","The Sun (UK)","Rotten","1/5","2007-12-21","There are also some great performances from Heath Ledger, Christian Bale and, particularly, Blanchett. But director Todd Haynes works under the misapprehension that everyone who sees this film will have a detailed knowledge of Dylan.",NA,2,0,-1.71926922533885
"m/im_not_there_suppositions_on_a_film_concerning_dylan","","False","Daily Mirror (UK)","Fresh","5/5","2007-12-21","This drama, a surreal, fractured examination of the mercurial singer-songwriter comes closer to revealing the man behind the music than anything that's come before, but still preserves his essential mystery.",NA,10,1,1.74276398395645
"m/im_still_here_2010","","False","NOW Toronto","Fresh","3/5","2010-09-13","",NA,6,1,0.0117473793087968
"m/imagine","","False","TV Guide","Fresh","4/5","2003-07-30","",NA,8,1,0.877255681632622
"m/imagine_me_and_you","","False","Bullz-Eye.com","Fresh","3.5/5","2006-02-11","",NA,7,1,0.444501530470709
"m/imax_cirque_du_soleil_journey_of_man","","False","Film Threat","Rotten","1.5/5","2004-05-08","",NA,3,0,-1.28651507417694
"m/imax_cirque_du_soleil_journey_of_man","","False","Film Threat","Rotten","1.5/5","2005-12-06","",NA,3,0,-1.28651507417694
"m/immortality","","False","E! Online","Rotten","","2000-01-01","The plot is quite silly.",NA,NA,0,NA
"m/importance_of_being_earnest","","False","Film Threat","Fresh","3.5/5","2002-12-08","",NA,7,1,0.444501530470709
"m/importance_of_being_earnest","","False","Empire Magazine","Fresh","3/5","2003-06-20","",NA,6,1,0.0117473793087968
"m/importance_of_being_earnest","","False","Film Threat","Fresh","3.5/5","2005-12-06","",NA,7,1,0.444501530470709
"m/impostor","","True","Chicago Tribune","Rotten","","2002-01-03","Impostor starts as a tribute to Philip K. Dick and winds up selling its soul to Arnold Schwarzenegger.",NA,NA,0,NA
"m/impostor","","False","E! Online","Rotten","","2002-01-04","Looks cheaply made.",NA,NA,0,NA
"m/impromptu","","True","Entertainment Weekly","Rotten","","1991-04-12","","D",1,0,-2.15202337650077
"m/in_a_better_world","","False","FILMINK (Australia)","Fresh","","2011-03-30","While the ending may be resolved too neatly, this elegant and superbly performed work explores its powerful themes with a searing honesty.",NA,NA,1,NA
"m/in_a_lonely_place","","False","TV Guide","Fresh","5/5","2000-01-01","Superb film noir, brilliantly directed by the gifted Ray with Bogart as a talented but volatile Hollywood screenwriter.",NA,10,1,1.74276398395645
"m/in_a_lonely_place","","False","Empire Magazine","Fresh","5/5","2007-10-23","Ray wrings plenty of sweat from the Hitchcockian premise, and Bogart outdoes himself as a man mid-breakdown.",NA,10,1,1.74276398395645
"m/in_a_lonely_place","","False","Film4","Fresh","4/5","2007-10-23","As compelling now as the day it was released.",NA,8,1,0.877255681632622
"m/in_america","","False","Film4","Rotten","","2003-08-12","It all makes for a curious and uneven mix of social realism and childlike whimsy.",NA,NA,0,NA
"m/in_america","","False","E! Online","Fresh","","2003-11-25","Funny, emotional and affecting.","A",9,1,1.31000983279453
"m/in_america","","False","Baltimore Sun","Fresh","4/4","2003-12-19","",NA,10,1,1.74276398395645
"m/in_america","","False","Hartford Courant","Fresh","4/4","2003-12-19","",NA,10,1,1.74276398395645
"m/in_america","","False","Sunday Times (Australia)","Fresh","4/5","2004-01-27","",NA,8,1,0.877255681632622
"m/in_america","","True","Time Out","Fresh","","2006-06-24","The pairing of two brilliant, loose-cannon actors gets the film a long way.",NA,NA,1,NA
"m/in_and_out","","True","Time Out","Rotten","","2006-06-24","Oz wants it both ways, though, and can't resist hammering home the message with a prolonged Spartacus-style climax quite as ludicrous as the Oscar winning film-within-the-film.",NA,NA,0,NA
"m/in_and_out","","False","Film4","Rotten","2/5","2012-04-11","If only it was gay in the old sense of the word.",NA,4,0,-0.853760923015028
"m/in_between_days","","True","Globe and Mail","Fresh","3/4","2006-09-23","A pleasant surprise.",NA,7.5,1,0.660878606051666
"m/in_bruges","","False","Time Out Sydney","Fresh","4/5","2008-09-05","McDonagh's dialogue is often bruisingly funny -- particularly once hambone Ralph Fiennes makes his belated entrance -- and his sense of the absurd never falters.",NA,8,1,0.877255681632622
"m/in_country","","False","Film4","Rotten","","2003-05-24","Jewison manages to save up all the emotion for the charged conclusion at the Vietnam memorial in Washington, but it's a case of too little, too late.",NA,NA,0,NA
"m/in_country","","True","TIME Magazine","Fresh","","2009-09-16","Sounds like your basic TV movie, sunk by noble intentions. But here well meaning translates into well done.",NA,NA,1,NA
"m/in_country","","False","TV Guide","Fresh","2.5/4","2009-09-16","Lloyd, though technically adept, doesn't really get under her conflicted character's skin; the supporting actors (including Willis) are the film's greatest strength.",NA,6.25,1,0.119935917099275
"m/in_dreams","","False","E! Online","Fresh","","2000-01-01","One of the best creepfests to come around in a long time.",NA,NA,1,NA
"m/in_dreams","","True","Globe and Mail","Rotten","2/4","2002-03-22","",NA,5,0,-0.421006771853116
"m/in_dreams","","False","Film Threat","Rotten","2/5","2002-12-08","",NA,4,0,-0.853760923015028
"m/in_dreams","","False","Film Threat","Rotten","2/5","2005-12-06","",NA,4,0,-0.853760923015028
"m/in_fear_2013","","False","ScreenAnarchy","Fresh","","2013-10-25","In Fear is nothing amazingly groundbreaking as far as plot, but if you like a solid white-knuckle ride, you'll want to climb in.",NA,NA,1,NA
"m/in_fear_2013","","False","Dread Central","Fresh","3.5/5","2013-11-04","If you like edge-of-your-seat thrillers, this is one ride you're going to want to take.",NA,7,1,0.444501530470709
"m/in_good_company","","False","Baltimore Sun","Rotten","2/4","2005-01-14","",NA,5,0,-0.421006771853116
"m/in_good_company","","False","Hartford Courant","Fresh","3/4","2005-01-14","",NA,7.5,1,0.660878606051666
"m/in_good_company","","True","Sydney Morning Herald","Rotten","","2005-05-13","While In Good Company has a few moments of comedy that work, it inescapably feels like a sitcom.",NA,NA,0,NA
"m/in_good_company","","False","Bullz-Eye.com","Fresh","4/5","2005-07-05","",NA,8,1,0.877255681632622
"m/in_good_company","","False","Film Threat","Fresh","3.5/5","2005-12-06","",NA,7,1,0.444501530470709
"m/in_good_company","","False","Empire Magazine","Fresh","4/5","2006-04-01","",NA,8,1,0.877255681632622
"m/in_her_shoes","","False","TV Guide","Fresh","3.5/5","2005-10-15","",NA,7,1,0.444501530470709
"m/in_her_shoes","","False","Future Movies UK","Fresh","8/10","2005-12-06","It features wonderful performances by its three leading ladies; Diaz has the showier part and its great to see her playing complicated, unhappy Maggie.",NA,8,1,0.877255681632622
"m/in_her_shoes","","False","Film Threat","Rotten","2.5/5","2005-12-06","",NA,5,0,-0.421006771853116
"m/in_my_country","","False","E! Online","Fresh","","2005-03-11","The actors can handle the heavy lifting, but this doesn't give you much more than a well-done cable documentary.","B-",5,1,-0.421006771853116
"m/in_my_sleep","","False","Film Threat","Fresh","3/5","2013-01-22","",NA,6,1,0.0117473793087968
"m/in_my_sleep","","True","Time Out","Rotten","2/5","2013-01-22","",NA,4,0,-0.853760923015028
"m/in_old_arizona","","False","TV Guide","Fresh","3/4","2012-01-26","Famous for being the first major sound western, this picture made progressive use of exterior sound and photography.",NA,7.5,1,0.660878606051666
"m/in_old_chicago","","False","Film4","Fresh","","2005-08-09","Nothing extraordinary in retrospect, but it is genial enough.",NA,NA,1,NA
"m/in_old_chicago","","True","New York Times","Fresh","4/5","2006-03-25","Mr. King's direction, occasionally, is inspired, and the photography has unusual style and dramatic impact.",NA,8,1,0.877255681632622
"m/in_old_chicago","","True","Time Out","Fresh","","2006-06-24","With a star-filled cast and a fitful sense of drama, it's pretty much the same old recipe as the equivalent cycle of megabudget '70s exploiters, but the climactic conflagration is certainly worth the wait.",NA,NA,1,NA
"m/in_old_chicago","","False","TV Guide","Fresh","3/4","2012-01-31","Chicago makes up in atmosphere and color what it lacks in historical accuracy.",NA,7.5,1,0.660878606051666
